iter	Logloss
300	0.4726247334
301	0.4724353759
302	0.4721251914
303	0.4718889169
304	0.4714204189
305	0.4710845802
306	0.4708138904
307	0.4705787524
308	0.4703469763
309	0.4701493117
310	0.4699912186
311	0.46975821
312	0.4694899207
313	0.4692226409
314	0.4689067555
315	0.4685973583
316	0.4680454341
317	0.4677571794
318	0.4675959088
319	0.4673430093
320	0.4671392832
321	0.4666390558
322	0.46638358
323	0.4661272643
324	0.4658789164
325	0.4656295776
326	0.4654294506
327	0.4652076852
328	0.4648330665
329	0.4645446013
330	0.4641994763
331	0.4639671603
332	0.463645176
333	0.4634126363
334	0.4630702918
335	0.4629113851
336	0.46265712
337	0.4623543517
338	0.4622168644
339	0.4619595799
340	0.4617380259
341	0.4612849865
342	0.46103389
343	0.4607770983
344	0.460526166
345	0.4603108881
346	0.4600677863
347	0.4597650077
348	0.4594878104
349	0.4592992651
350	0.4591007446
351	0.4588847399
352	0.4586060469
353	0.4584008187
354	0.4581638077
355	0.4580121567
356	0.4578295419
357	0.4575811945
358	0.4573166339
359	0.4570178385
360	0.4568531814
361	0.4566139774
362	0.4563644661
363	0.456095313
364	0.4558876484
365	0.4554472713
366	0.4552069579
367	0.4548702871
368	0.4543962416
369	0.454140915
370	0.4540035986
371	0.453782888
372	0.4535511618
373	0.4532879732
374	0.4529788555
375	0.4528115468
376	0.4523787181
377	0.4520479357
378	0.4518101858
379	0.4516889353
380	0.4514422426
381	0.4511159177
382	0.4508771529
383	0.4506351112
384	0.450388473
385	0.4501962949
386	0.4499705637
387	0.4496645422
388	0.4494500231
389	0.4491616395
390	0.4490355496
391	0.4488867685
392	0.4482888701
393	0.4480870902
394	0.4478000672
395	0.4476238585
396	0.4473252416
397	0.4471148901
398	0.4468146424
399	0.4465964369
400	0.4463683694
401	0.4461671103
402	0.4458891631
403	0.4453240851
404	0.4449259077
405	0.4447109441
406	0.4445325652
407	0.4441453922
408	0.4439501497
409	0.4437559122
410	0.4434968945
411	0.4432475303
412	0.4429412541
413	0.4427015367
414	0.4424501149
415	0.4422777578
416	0.4421292903
417	0.441911585
418	0.4417576988
419	0.4415531016
420	0.441243336
421	0.4409872138
422	0.4408173081
423	0.4404978143
424	0.4402601721
425	0.4400049188
426	0.4397954411
427	0.4394947277
428	0.4393027569
429	0.4390326636
430	0.4387992712
431	0.4384602929
432	0.4380556678
433	0.4378599558
434	0.4376109561
435	0.4372454706
436	0.4369010424
437	0.436665277
438	0.4364166584
439	0.4361420588
440	0.4358684673
441	0.4353725339
442	0.4351733187
443	0.4348062556
444	0.434542954
445	0.4342791818
446	0.434166574
447	0.4337814092
448	0.4334877481
449	0.4333329146
450	0.433126071
451	0.4326089128
452	0.4322993499
453	0.4319194941
454	0.4316852447
455	0.4314084979
456	0.4311324494
457	0.4308962541
458	0.4306685535
459	0.4305089763
460	0.4301760068
461	0.4299470993
462	0.4297146479
463	0.4294623595
464	0.4292674622
465	0.429050589
466	0.4288267756
467	0.4286320793
468	0.4284271814
469	0.4281772344
470	0.4279300743
471	0.4277043333
472	0.4272231477
473	0.4270356292
474	0.4265354019
475	0.4261553682
476	0.4257464062
477	0.4255275983
478	0.4252010765
479	0.4249652375
480	0.4245988179
481	0.4244263176
482	0.4241234845
483	0.4238245715
484	0.4236153289
485	0.4231828321
486	0.4228000133
487	0.4224267655
488	0.4220312617
489	0.4217826602
490	0.4216138809
491	0.4214959429
492	0.4213153192
493	0.4211642923
494	0.420866517
495	0.4206215558
496	0.4203169691
497	0.4200229149
498	0.4198639177
499	0.4197001564
500	0.4194494802
501	0.4192354269
502	0.4189711097
503	0.4187055995
504	0.4185265437
505	0.4182791429
506	0.4179807478
507	0.417631869
508	0.4174980114
509	0.4173548366
510	0.4170617624
511	0.4168452776
512	0.416648575
513	0.4163605727
514	0.4161728034
515	0.4157704692
516	0.4156231069
517	0.4153105099
518	0.4150742241
519	0.4147874765
520	0.4145183386
521	0.4143463668
522	0.4139730827
523	0.4137013404
524	0.4133716557
525	0.4131796661
526	0.4128866815
527	0.4126072689
528	0.4123476476
529	0.411971131
530	0.4116623845
531	0.4113869172
532	0.4110796301
533	0.4108508973
534	0.4106243788
535	0.4104252806
536	0.4101183227
537	0.4098884127
538	0.4095536918
539	0.4093093775
540	0.4089594391
541	0.4087725863
542	0.4085629707
543	0.4082883763
544	0.4082029177
545	0.4079135965
546	0.4076556781
547	0.4074942549
548	0.4072313985
549	0.4069675051
550	0.4065448903
551	0.4063049255
552	0.4060762111
553	0.4058123085
554	0.4055118786
555	0.4052268306
556	0.4050377965
557	0.4049169966
558	0.4047218781
559	0.4045296107
560	0.4043265625
561	0.4041006111
562	0.4038201132
563	0.4036431795
564	0.4033110449
565	0.403069947
566	0.402788682
567	0.4025401193
568	0.4021827658
569	0.4019271891
570	0.4017024948
571	0.4014270657
572	0.4011232983
573	0.4008631374
574	0.4006567137
575	0.4004463156
576	0.4001834948
577	0.3999209026
578	0.3995568369
579	0.399318345
580	0.3991086411
581	0.398766295
582	0.3983721026
583	0.3981882931
584	0.397848612
585	0.3976143638
586	0.3974921297
587	0.3972663463
588	0.3970566537
589	0.3967751325
590	0.3964639601
591	0.3961271831
592	0.3959187813
593	0.3956294255
594	0.3954212213
595	0.3952330957
596	0.3951166599
597	0.3947847256
598	0.3944835434
599	0.3942092164
600	0.3938605243
601	0.3936710252
602	0.3933711685
603	0.3931541714
604	0.3928814399
605	0.3927116883
606	0.3924871828
607	0.3922970173
608	0.3920240939
609	0.3916807746
610	0.3916234618
611	0.3913987317
612	0.391145249
613	0.3908394487
614	0.3907819439
615	0.3904986798
616	0.390284722
617	0.3899231728
618	0.3896970421
619	0.3894952706
620	0.3892306508
621	0.3889769115
622	0.3887355401
623	0.388500305
624	0.3882835682
625	0.3879755499
626	0.3877191728
627	0.3875160865
628	0.3873038746
629	0.3870484246
630	0.3867478651
631	0.3864989606
632	0.3861867498
633	0.3859550808
634	0.3856812708
635	0.3856603514
636	0.3853913464
637	0.3850615632
638	0.3848012955
639	0.3844455059
640	0.3841303337
641	0.3839298619
642	0.3836820903
643	0.3834513374
644	0.3831763423
645	0.3828862695
646	0.3825787947
647	0.3823887319
648	0.3819931427
649	0.3818085585
650	0.3816843459
651	0.381528623
652	0.381264892
653	0.3810798667
654	0.3808146971
655	0.3805781359
656	0.3803797301
657	0.3802024328
658	0.3801434558
659	0.3798933841
660	0.3796503098
661	0.3794888255
662	0.3792147604
663	0.3789701011
664	0.378750206
665	0.3786154894
666	0.3784332391
667	0.3782554336
668	0.377934353
669	0.3776814497
670	0.3775077464
671	0.3772159864
672	0.3770588551
673	0.3770002597
674	0.3767480727
675	0.3766454793
676	0.3764410935
677	0.3761413684
678	0.375875326
679	0.3757771689
680	0.3757486777
681	0.3754527386
682	0.3752848937
683	0.3751177731
684	0.3750941968
685	0.374939634
686	0.3746846991
687	0.3745287206
688	0.3742798711
689	0.3739417465
690	0.3736939182
691	0.373472851
692	0.373402835
693	0.3731763257
694	0.3729532164
695	0.3726727195
696	0.3724262569
697	0.3722141255
698	0.3720113
699	0.3716585931
700	0.3714458556
701	0.3713726676
702	0.3711198971
703	0.3708193795
704	0.3705922062
705	0.3703782116
706	0.3700027296
707	0.3699796275
708	0.3696873418
709	0.3694729138
710	0.3693200341
711	0.3692585118
712	0.3689719129
713	0.3686748684
714	0.36846035
715	0.368220155
716	0.3679928995
717	0.3677329398
718	0.3675512215
719	0.3673680751
720	0.3670610512
721	0.3668592102
722	0.3665491614
723	0.3663587653
724	0.3663470726
725	0.36616468
726	0.3659578705
727	0.3657988446
728	0.3656376405
729	0.3653298611
730	0.3651270294
731	0.3648307747
732	0.3648182419
733	0.3646303402
734	0.3643887179
735	0.3641937946
736	0.3639077798
737	0.3636841765
738	0.3634931225
739	0.3632913445
740	0.3630764286
741	0.3629587674
742	0.362752661
743	0.362485824
744	0.3621873418
745	0.3620027579
746	0.3617522152
747	0.3614988258
748	0.3612734243
749	0.3610463455
750	0.3608111035
751	0.3606421967
752	0.3603711085
753	0.3601117537
754	0.3599187046
755	0.359650995
756	0.3594595756
757	0.3591697093
758	0.358876179
759	0.3585657214
760	0.3582881783
761	0.3580593639
762	0.357767769
763	0.3575826743
764	0.357381688
765	0.3571624594
766	0.3569892507
767	0.3567615302
768	0.3564036772
769	0.3562969539
770	0.3560405377
771	0.3560278609
772	0.3557827655
773	0.3556285682
774	0.3554326173
775	0.3552334304
776	0.3551175088
777	0.3548942496
778	0.3546902332
779	0.3545427033
780	0.3542825154
781	0.3540388134
782	0.3537782102
783	0.353541172
784	0.353261029
785	0.3530820642
786	0.3527589577
787	0.3525902099
788	0.3523906323
789	0.3523091666
790	0.3519836203
791	0.3516785358
792	0.3516660376
793	0.3514462646
794	0.3512571503
795	0.3510326954
796	0.3508177387
797	0.3505594007
798	0.3503565661
799	0.3501669996
800	0.3500104661
801	0.3498257715
802	0.3496991765
803	0.3495145094
804	0.3493679357
805	0.3492328894
806	0.3490164536
807	0.348819667
808	0.3486700489
809	0.3484409916
810	0.3481911237
811	0.3480381563
812	0.3477850479
813	0.3475917487
814	0.3474401698
815	0.3471667615
816	0.3470141138
817	0.3468338541
818	0.3466847878
819	0.3464240442
820	0.3462555275
821	0.3460702734
822	0.3459537746
823	0.3456344776
824	0.3454535951
825	0.3453202759
826	0.3451119424
827	0.3450845731
828	0.3449045735
829	0.3446838427
830	0.3444982381
831	0.3444836986
832	0.3443675701
833	0.3442058702
834	0.3440112502
835	0.3438433934
836	0.3436437152
837	0.3434524698
838	0.3432744539
839	0.3430428822
840	0.3428332178
841	0.3426242056
842	0.3423482916
843	0.342092093
844	0.3417625632
845	0.3414870825
846	0.3412311431
847	0.3410681643
848	0.3408519035
849	0.3406470885
850	0.340322243
851	0.3401469319
852	0.3399897756
853	0.3398188837
854	0.3396327776
855	0.3393938546
856	0.3391646155
857	0.3389615684
858	0.3387835554
859	0.3385214482
860	0.338347444
861	0.3381436487
862	0.3379592738
863	0.3378202946
864	0.3376453758
865	0.3374236553
866	0.3372225022
867	0.3372114995
868	0.337051062
869	0.3368829397
870	0.3366722565
871	0.3364953715
872	0.3363602232
873	0.3361010523
874	0.3358376804
875	0.3355646828
876	0.3353011263
877	0.3351306546
878	0.3349301188
879	0.3347524615
880	0.3345451892
881	0.3344869445
882	0.3342285128
883	0.3342102261
884	0.3339934124
885	0.3338367426
886	0.3335531653
887	0.3334150876
888	0.3331650365
889	0.3329998045
890	0.3328684243
891	0.3327193043
892	0.3325256595
893	0.3323581213
894	0.3322408668
895	0.3320313401
896	0.3317579506
897	0.3315574924
898	0.3314259885
899	0.3312790347
900	0.3311281724
901	0.3308780006
902	0.3307173397
903	0.3304945907
904	0.330335973
905	0.3301135092
906	0.3298550715
907	0.3297094427
908	0.3295500304
909	0.3293551669
910	0.3291052019
911	0.32898808
912	0.3288583873
913	0.3287010724
914	0.3284604217
915	0.3282719643
916	0.3279978297
917	0.3278179552
918	0.327632729
919	0.3274735335
920	0.3273375515
921	0.3272511726
922	0.3271824357
923	0.3269415319
924	0.3267678581
925	0.3265075861
926	0.3262962621
927	0.3261442532
928	0.3259900363
929	0.3258076274
930	0.325650385
931	0.3254963376
932	0.3252551959
933	0.3250506658
934	0.3250407927
935	0.3248926066
936	0.3246928996
937	0.3244901882
938	0.3244316893
939	0.324244078
940	0.3241323012
941	0.324017133
942	0.3238641891
943	0.3237280016
944	0.3235917505
945	0.3234078825
946	0.323394072
947	0.3232335702
948	0.3230964957
949	0.3228614653
950	0.3227233834
951	0.3225215645
952	0.3223101046
953	0.3220626813
954	0.3218711098
955	0.3217236476
956	0.3215159141
957	0.3213102944
958	0.3211526871
959	0.3209788003
960	0.3206834012
961	0.320526471
962	0.3203328543
963	0.320321267
964	0.3201492257
965	0.3201393145
966	0.319937536
967	0.319744278
968	0.3195241133
969	0.3193179031
970	0.3191529615
971	0.3189806513
972	0.3188083815
973	0.31863937
974	0.3184724454
975	0.3183001325
976	0.3181070673
977	0.3179238061
978	0.3178561678
979	0.3177099616
980	0.3176867814
981	0.3175302301
982	0.317375295
983	0.317094803
984	0.3169197461
985	0.3166966685
986	0.3164858495
987	0.3163272568
988	0.3160927091
989	0.3158124649
990	0.3155470278
991	0.3154323424
992	0.3152708582
993	0.3150517883
994	0.3149141264
995	0.3147469814
996	0.3145667158
997	0.3144444997
998	0.314216971
999	0.3140527447
